donor_id,name,email,contact_number,city,blood_group,availability,months_since_first_donation,number_of_donation,pints_donated,created_at
52405a4834,Sarah Miller,kathryn98@yahoo.com,+61 411390318,Canberra,O-,Yes,75,9,9,2016-06-04
7ef43a4559,Travis Clark,elliottsean@shannon-scott.com,+61 476687152,Melbourne,AB-,Yes,35,14,14,2017-11-16
fc3f0ee4e9,Mrs. Amy Jordan,ebenjamin@gmail.com,+61 414895610,Brisbane,A-,Yes,106,31,31,2017-08-28
8c9914e1b6,Heather Williams,bnewman@schmidt.biz,+61 431299970,Melbourne,B+,Yes,112,1,2,2016-07-31
3fcfc7c046,Jeffrey Smith,zwallace@hotmail.com,+61 492142507,Adelaide,B-,Yes,79,7,7,2016-09-13
ea5b1aeaaa,Cynthia Brown,davidmartin@yahoo.com,+61 452579707,Melbourne,A-,No,8,10,10,2020-04-27
1fef970b85,Robert Moran,taylorpeter@gmail.com,+61 478954174,Melbourne,B-,Yes,23,18,36,2020-01-08
dc6d0c04f0,Amber Li,james45@davis-ortiz.com,+61 494904205,Perth,A+,No,91,27,54,2019-04-06
986b61b716,Laura Williams,cburton@hotmail.com,+61 449794174,Darwin,O-,No,49,4,4,2025-05-13
37c1dc6a29,Kenneth Frost,tammy84@hotmail.com,+61 428774649,Melbourne,B-,Yes,67,44,44,2017-07-02
5ca6734559,James Schultz,dakotalewis@hotmail.com,+61 422190629,Hobart,AB-,Yes,111,22,44,2024-03-01
c1b3091a24,Teresa Hancock,madison95@sutton-hubbard.com,+61 491772722,Hobart,O-,Yes,89,33,33,2021-01-03
eb74229581,Ronald Moreno,smorrison@yahoo.com,+61 462813193,Darwin,B-,No,63,41,82,2016-01-13
30b1e1bbf6,Geoffrey Davenport,ubishop@yahoo.com,+61 459449021,Sydney,O+,Yes,2,50,100,2017-07-30
d80369cc35,Terri Lee,barbara46@gmail.com,+61 478613485,Brisbane,O+,No,45,18,18,2023-12-15
109a2edc19,Johnny Medina,angela07@hotmail.com,+61 449709077,Adelaide,B-,No,46,22,44,2021-09-06
fefeb9d77f,Raymond Lee,lindsay26@yu-castillo.com,+61 472976851,Perth,O-,Yes,54,18,18,2021-06-14
b0def9f705,Robert Lee,emilymcgee@reyes.com,+61 471356107,Canberra,B+,Yes,35,9,18,2024-09-08
490ce354f8,Eric Harris,fowlersusan@smith.com,+61 431939662,Canberra,B-,No,118,28,56,2022-06-22
a299618ccb,Kevin Brown,amberperry@gmail.com,+61 423915036,Adelaide,AB-,Yes,1,37,37,2016-02-06
d471cdba28,Jared Kaufman,amyherrera@hotmail.com,+61 473649943,Canberra,A+,No,118,0,0,2022-06-24
b90b829498,Edward Mills,thomas51@gmail.com,+61 417206128,Melbourne,A-,No,43,3,6,2024-04-10
8aff577ec1,Timothy Peterson,iparsons@gmail.com,+61 481452511,Sydney,AB-,Yes,89,24,24,2018-04-05
ea507aa42d,Gabrielle Payne,alfred22@robinson.biz,+61 458381485,Sydney,AB+,Yes,45,28,28,2017-07-30
4e86088264,Daniel Thomas,daniel82@rogers.com,+61 490182534,Darwin,B-,No,94,15,30,2019-12-13
dbbd9065f0,Tamara Hill,timothy35@gmail.com,+61 463663582,Adelaide,A-,No,103,37,74,2015-08-29
49e5a8cfc6,Jessica Lyons,lindsay62@phillips.com,+61 459894513,Darwin,B-,Yes,55,16,32,2024-05-09
7784cbba5b,Timothy Phillips,maldonadotrevor@gmail.com,+61 458624115,Hobart,AB+,Yes,61,0,0,2016-01-18
07c224208a,David Harding,teresacampbell@allen.info,+61 452142884,Perth,B+,No,19,41,82,2019-02-01
190e5c761c,Elizabeth Coleman,wbrown@hotmail.com,+61 451958168,Perth,A-,No,63,46,92,2022-12-01
571cca5fc7,Melanie Webb,dawnboyd@williams.com,+61 474192353,Sydney,AB+,Yes,0,2,4,2017-03-15
3295b3101b,Gregory Aguilar,eharvey@hotmail.com,+61 431331539,Adelaide,B+,Yes,70,30,60,2017-07-24
3cc7091657,Tiffany Elliott,georgerichard@hotmail.com,+61 439087975,Sydney,B+,No,106,0,0,2016-09-11
85b0a88fb8,William Carpenter,ubush@gmail.com,+61 441514894,Sydney,O+,Yes,42,41,82,2020-02-14
5b819775f5,Steven Cooper,sara02@martinez-bean.com,+61 418749490,Canberra,B+,Yes,83,36,36,2024-03-04
5d07c18038,Austin Romero,allenkelly@frazier.com,+61 464674821,Hobart,B-,Yes,19,34,68,2016-09-02
1ed1efc216,Ryan Farrell,comptondustin@carr.net,+61 442087923,Adelaide,A+,No,45,19,19,2017-02-26
d242191e44,Anthony Salinas,umunoz@gmail.com,+61 454329063,Darwin,B+,Yes,69,2,4,2024-06-02
092555b69d,Christian Delgado,ronaldtaylor@hotmail.com,+61 477313069,Perth,O-,No,70,35,35,2020-08-10
a362bde59e,Amanda Clark,janet83@lucas.com,+61 413324604,Adelaide,B+,Yes,53,28,56,2018-08-05
d346ff16e1,Andrea Henry,ncarrillo@hotmail.com,+61 419398007,Melbourne,AB+,Yes,99,4,4,2020-10-07
ed06c2edeb,Christopher Rangel,megandavis@freeman.com,+61 492442297,Adelaide,B+,Yes,78,45,90,2022-05-24
d80a6ebc5e,Anita Wilcox,debrahenderson@hotmail.com,+61 427302416,Darwin,B-,Yes,81,48,48,2025-04-02
78df06e374,Debbie Hunter,csavage@brown.org,+61 467709555,Sydney,AB-,Yes,68,17,34,2025-04-28
bbac3267ce,Timothy Fowler,vanessalee@white.info,+61 435570219,Darwin,AB+,No,48,41,82,2020-02-06
eb2525a775,Rachel Smith,dmora@hotmail.com,+61 422232321,Sydney,AB+,Yes,74,28,28,2018-07-14
8a33405cd1,Monique Allen,jacobtaylor@vargas.info,+61 492605863,Darwin,B-,No,39,31,31,2016-01-12
10b46d5540,Stacey Roberts,steelerobert@ruiz.com,+61 491171563,Melbourne,A+,Yes,43,13,13,2015-12-18
b9a5e1ba56,Steven Smith,christopher00@yahoo.com,+61 436400415,Hobart,O-,Yes,10,44,44,2025-02-10
426f161efd,Kayla Wong,woodsrobert@madden-hale.org,+61 450861819,Brisbane,B+,No,89,43,43,2018-03-12
17f2081fed,Keith Alexander,john58@french.info,+61 424541337,Canberra,AB-,Yes,9,34,34,2017-08-16
3fb1cd4bef,Brian Nguyen,robinsonlisa@lara.com,+61 442933886,Hobart,B+,Yes,36,0,0,2020-12-14
1e9cd0eba3,Kimberly King,heatherflores@yahoo.com,+61 421589378,Hobart,A+,No,108,41,41,2016-10-23
5967291685,Patrick Ellis,stephaniehenry@gmail.com,+61 440452835,Canberra,A+,No,13,34,34,2022-07-26
0da77c2cdf,John Nielsen,lauren00@gmail.com,+61 438686838,Canberra,O-,No,0,9,9,2017-04-11
da9771110b,Michael Durham,sphillips@yahoo.com,+61 450008219,Canberra,AB+,Yes,47,0,0,2020-02-17
39d3d3dbcb,Keith Griffith,meganjackson@hotmail.com,+61 484187209,Adelaide,A-,No,90,7,14,2019-04-12
522283be55,Megan Singh,sharon15@gmail.com,+61 471140181,Sydney,A-,No,108,46,46,2025-05-05
b668427827,Alexis Bradley,amytanner@martinez.com,+61 412060726,Canberra,O-,No,70,42,84,2023-02-01
69e56114c2,Meredith Brown,anthonythomas@michael.info,+61 434148922,Sydney,B+,No,8,22,22,2019-12-21
34e5680ef3,Duane Wallace,ellisonjeffrey@tyler-meza.com,+61 478181819,Adelaide,B+,Yes,102,46,92,2019-06-22
bbd2d1892a,Cheyenne Henderson,whuerta@hotmail.com,+61 431856509,Brisbane,O-,Yes,33,29,58,2017-07-14
d69348c269,Jeremiah Grant,leslie18@hart.org,+61 490179112,Darwin,O+,Yes,53,48,96,2025-01-17
12ebfbc6f2,Denise Lee,kmurray@hansen.com,+61 437205293,Melbourne,A-,Yes,104,43,43,2017-08-30
ff50a49087,Carla Mann,scott92@gmail.com,+61 462386850,Adelaide,B-,No,60,46,46,2022-08-26
c7a49d30a4,Jennifer Reed,maxwellsally@everett.com,+61 412092871,Canberra,AB-,Yes,2,48,96,2015-11-09
f626141732,Vincent Simpson,sneal@hotmail.com,+61 483808248,Sydney,A+,Yes,27,46,46,2016-08-06
af85d6e0a7,Thomas White,chad74@olson.com,+61 480831080,Hobart,O-,No,6,7,14,2019-11-28
5f0dd51417,James Murillo,michaelprice@hotmail.com,+61 486772619,Sydney,B+,Yes,67,33,66,2025-02-19
aefa7582d9,Holly Davis,logandavis@yahoo.com,+61 451771057,Sydney,O+,No,44,24,48,2023-05-30
d50dd950f2,Jason Lopez,fosterlucas@campbell-james.org,+61 460861533,Darwin,B-,No,31,38,76,2024-10-23
ce921a9f41,Bryan Collins,lutzjoshua@welch.com,+61 481368510,Hobart,O+,Yes,113,7,7,2022-01-23
8c8e6a0f8a,Kristina Parks,salazarjoshua@yahoo.com,+61 495094831,Sydney,A+,Yes,79,34,68,2021-12-15
0c993a6575,Alejandra Jackson DVM,torresdaniel@yahoo.com,+61 425585269,Perth,B+,No,8,42,84,2023-05-27
aed5ebac56,Sarah Butler,mrogers@hotmail.com,+61 438521119,Melbourne,A-,No,101,43,43,2023-06-04
ab584d64ad,Eric Short,meyerdawn@simmons-hall.com,+61 434242016,Darwin,AB+,No,42,25,50,2020-04-17
152e419399,Jessica Thomas,godonnell@ware.net,+61 429834561,Canberra,B+,Yes,92,22,44,2020-02-14
f77e02e762,Janet Evans DDS,patrick51@gmail.com,+61 448206808,Melbourne,B+,No,28,20,20,2019-02-02
88d174defe,David Watson,shawngillespie@manning-jackson.org,+61 410432696,Brisbane,AB-,Yes,34,34,68,2015-10-14
76edeb901d,Christina Anderson,wthompson@yahoo.com,+61 463487665,Adelaide,O-,Yes,93,29,58,2016-07-13
a08dd7e4d2,Jeremy Newman,julie96@sanchez.org,+61 473499195,Perth,B-,Yes,14,49,49,2022-01-10
52f9c126ac,Michael Lee,bradleychristopher@butler.com,+61 458481700,Perth,AB+,Yes,35,2,4,2018-11-11
7403c80107,Rebecca Silva,bholland@hotmail.com,+61 432480285,Brisbane,O+,No,60,46,46,2025-02-21
593302e063,Barry James,aliceanderson@gmail.com,+61 467755877,Perth,B+,No,77,24,48,2022-01-29
ee7e14c2a4,Steven Martin,floresrobert@yahoo.com,+61 488180763,Darwin,B+,No,98,24,48,2018-08-23
b9e5de5a1a,Daniel Miller,jennifernorman@barajas.com,+61 459532221,Sydney,O-,No,71,44,88,2025-06-18
da06e5a362,Sarah Monroe,rachelcowan@williams.com,+61 447227528,Melbourne,A-,Yes,77,22,22,2018-08-08
de6ac23d54,Jennifer Stewart,allison16@hotmail.com,+61 496458587,Adelaide,AB-,Yes,50,44,44,2019-05-26
582718392a,Nicholas Williams,bryangordon@gmail.com,+61 415461215,Darwin,AB+,Yes,110,44,88,2019-04-17
9055851474,Brenda Jones,tonyperkins@hotmail.com,+61 492452752,Perth,B+,No,105,40,40,2023-11-11
d372d01307,Vickie Woods,clarkjeremy@kelly.net,+61 471499646,Perth,A-,No,24,34,34,2019-07-26
d85c2fc0d6,Anthony Brandt,monroejoseph@blake-wiley.net,+61 474931783,Hobart,A+,Yes,8,15,15,2017-09-19
ccdf11cb40,Christopher Martinez,philip95@gmail.com,+61 434176976,Darwin,O+,Yes,10,11,11,2020-02-07
5a7f38ff3c,Justin Jackson,charlesprice@hotmail.com,+61 430363105,Adelaide,AB-,Yes,8,43,43,2023-03-14
f9f6a6783c,Eric Ware,caroline31@contreras.com,+61 423429939,Sydney,B-,No,82,15,30,2024-10-12
a0e5311af3,Jennifer Wall,pcarter@matthews.com,+61 465636140,Brisbane,AB+,No,105,16,32,2017-05-05
c7c000b65d,Alicia Perez,meagansmith@yahoo.com,+61 438348567,Sydney,O-,Yes,115,1,2,2016-05-04
2a97da8c94,Lindsay Schroeder,samantha99@douglas.com,+61 495833287,Melbourne,O-,Yes,76,49,98,2016-03-23
6110945496,Dr. Bonnie Shaffer,justin05@combs-morris.com,+61 498841388,Perth,AB+,Yes,63,9,9,2023-02-20
6be0187542,Carla Mccoy,mckenziedodson@henry.com,+61 435495462,Perth,B-,No,17,22,22,2016-11-26
5b19a0fcb5,Bryan Frederick,hallbrandy@hotmail.com,+61 423239013,Perth,A+,No,70,24,48,2019-08-07
c58efb92ea,Zachary Levy,paulcooper@lopez.com,+61 410960004,Hobart,O-,Yes,118,7,7,2025-05-06
71f98ee5b2,Robert Munoz,debragordon@hotmail.com,+61 412587365,Sydney,O-,Yes,111,17,34,2024-12-16
1611ca78c8,Carol Roberts PhD,eperry@thomas.net,+61 442408241,Melbourne,B+,Yes,55,30,60,2017-12-12
3a45900cc1,Zachary Thomas,newmanmark@yahoo.com,+61 473120487,Melbourne,O+,No,33,3,3,2023-12-10
1357bdb4b4,Brenda Farmer,michelleadams@neal.com,+61 440449580,Adelaide,AB-,No,34,28,28,2016-07-20
7180961ec0,Joseph Sanford,higginsleslie@hotmail.com,+61 465831384,Adelaide,A-,No,6,32,32,2020-08-29
e35c08eea0,Thomas Wilson,danieldixon@burns.com,+61 460052509,Sydney,O+,No,26,23,46,2021-04-02
79d2d12ba7,Robert Cherry,curtismoss@gmail.com,+61 444223027,Sydney,A-,No,7,31,62,2022-03-06
13f55164f5,Dr. Megan Daniels MD,daleburton@thompson.com,+61 412866598,Melbourne,A-,No,86,48,48,2019-03-31
178fbee6bc,Kayla Davis,zthomas@mueller.biz,+61 416757415,Hobart,AB-,No,80,14,14,2023-10-09
90f0f2f37e,Lawrence Harrell,thompsonchristopher@chavez-massey.com,+61 473321602,Canberra,A+,No,116,45,45,2015-12-22
3759027262,Ann Johnson,bradleyjacob@hotmail.com,+61 419045408,Hobart,A-,Yes,72,38,38,2025-03-30
a8c41a1788,Melissa Gray,pmurray@houston-martinez.com,+61 469639683,Darwin,B-,Yes,61,37,74,2024-02-14
4e906bd540,Joyce Robinson,ecooper@gallagher.com,+61 445096863,Hobart,O-,No,69,30,60,2019-08-21
4984cfb2e1,Victor Gibson,kellythomas@gmail.com,+61 476897303,Sydney,AB-,No,56,7,7,2015-12-30
3377c7bad9,Andrew Keller,simondaniel@brown.com,+61 491815556,Hobart,A-,Yes,67,25,50,2017-03-06
775f05dc60,Matthew Spencer,jacksimmons@guerrero.net,+61 486170989,Darwin,AB-,Yes,94,13,26,2019-07-16
4faa3caed8,Pamela Wright,michaelthomas@hotmail.com,+61 424512716,Adelaide,B-,No,21,7,7,2016-12-31
9aec27afef,Kyle Calderon,robin63@vaughan.com,+61 415478153,Canberra,A-,Yes,15,43,86,2023-02-09
8579615ebe,Ruben Davis,ggibson@allison.org,+61 461131547,Perth,O+,Yes,0,0,0,2016-08-30
be738dced7,Brittney Donaldson,candicemahoney@lopez.com,+61 410341204,Hobart,A+,No,21,15,15,2023-12-26
e41c1b1932,Kelly Grant,alexanderdavid@hotmail.com,+61 437581221,Melbourne,A-,Yes,40,21,42,2016-07-09
eb216acf7f,Kimberly Grant,millerlisa@ross-hernandez.biz,+61 422049582,Hobart,B+,Yes,83,45,45,2018-03-28
0beb6f8c53,Mrs. Tammy Reynolds,lawsonhector@jordan-fuller.com,+61 464680841,Canberra,AB-,No,111,13,13,2017-04-02
f2536828e6,Christina Ellis,pvelasquez@gmail.com,+61 460587171,Melbourne,AB+,No,109,4,8,2018-09-09
555335df33,James Martin,dtapia@hotmail.com,+61 453306761,Perth,AB-,Yes,3,15,15,2023-11-07
5afd53f4a4,Philip Lopez,edwardsspencer@wright-michael.net,+61 413537251,Brisbane,AB-,Yes,64,11,22,2017-03-14
f008e828b6,Brandi Meza,heidihenderson@gmail.com,+61 431472146,Canberra,B-,No,19,44,44,2024-07-31
ee874a6792,Chad Glenn,carmen86@gmail.com,+61 458775869,Canberra,B+,No,26,45,90,2022-02-18
221a327b60,Aaron Lloyd,alexandrakirk@harris.com,+61 461977199,Perth,A-,No,112,46,92,2020-07-27
4308f7ed3c,Katie Wood PhD,shahrachel@nelson.info,+61 411067633,Brisbane,O+,Yes,7,47,47,2020-03-14
93deca18c2,Cassie Case,william37@yahoo.com,+61 494259809,Sydney,B-,No,22,3,6,2016-02-24
66486aff9a,Dawn Wright,david96@martin.com,+61 460285454,Sydney,B+,No,1,30,60,2016-01-23
58798dba05,Hayley Moore,christinayork@hotmail.com,+61 442369728,Canberra,A+,No,0,22,44,2022-08-16
8efb48cabb,Jessica Cline,erik56@freeman.info,+61 437594301,Brisbane,A+,Yes,91,19,38,2022-09-14
d1c95d9b86,Nicole Walter,andersonjennifer@craig.com,+61 431490972,Brisbane,O+,No,11,25,25,2015-08-17
987817da90,Christian Jones,ewilliams@yahoo.com,+61 455530964,Darwin,B-,No,49,46,46,2016-08-06
1d4285affb,Michael Anderson,ygarcia@hill.com,+61 418116512,Hobart,AB+,No,59,40,40,2017-05-19
513116e31c,Ryan Stephens,matthew61@harvey.com,+61 496344573,Adelaide,AB+,No,71,21,42,2022-03-11
459c704ae1,Jennifer Zuniga,mshepherd@alvarez-harvey.org,+61 445143769,Canberra,B-,No,102,1,2,2021-02-02
8a0fa6fd3a,Edward Cunningham,paul45@lewis.com,+61 472719632,Canberra,B-,Yes,41,34,68,2023-10-11
d12baf5043,Robin Thompson,parsonsanna@snow.com,+61 478140552,Darwin,AB-,Yes,2,3,3,2023-05-30
e3bc97c90b,James Cook,timothy66@yahoo.com,+61 472392231,Hobart,O+,Yes,13,11,22,2019-03-19
248936431d,Heather Jones,keith95@bennett-phillips.com,+61 444024832,Melbourne,B+,Yes,75,0,0,2022-07-16
57b39f578d,Dalton Davidson,jonespaula@patterson-mcclure.com,+61 467144006,Perth,A-,Yes,46,34,34,2024-11-01
be91022b48,Robert Wilson,jeremyritter@gmail.com,+61 418717071,Sydney,B-,Yes,111,39,39,2022-11-27
08769e7fa9,Amber Lopez,jennifer60@hicks.info,+61 492932212,Darwin,O+,Yes,26,28,56,2020-07-29
85c336c802,Jasmine Maynard,bvargas@robinson.com,+61 416698178,Brisbane,AB+,Yes,4,47,47,2020-01-16
42dcd3a345,Alyssa Morton,blevinsjason@hotmail.com,+61 472889964,Canberra,O-,No,114,3,6,2021-07-16
001770b4fd,David Pacheco,kyliebrown@yahoo.com,+61 469960305,Canberra,B-,No,117,31,31,2016-01-18
67a1285ef8,Taylor Gilmore,kendrawilliams@callahan.com,+61 421247167,Brisbane,A+,Yes,9,37,37,2019-02-05
f37af790a7,Luis Martinez,jessicasanders@hotmail.com,+61 497915408,Brisbane,AB-,Yes,76,6,6,2024-03-06
0377d8841c,Tyler Cox,jessica96@hotmail.com,+61 421401769,Canberra,O+,Yes,67,22,44,2022-04-14
e3e2169aea,Deborah Hicks,nicholas28@walker-tyler.net,+61 468754880,Adelaide,AB-,Yes,3,44,44,2022-04-12
1390d822d1,Kelsey Khan,novakcharles@hill.org,+61 416257597,Melbourne,B-,Yes,21,10,10,2015-12-12
30fcfcda89,William Campbell,jchang@gmail.com,+61 483101622,Darwin,O+,No,18,13,26,2025-04-22
8b429ee49c,Shelly Mercer,nfuller@heath-quinn.com,+61 421427006,Melbourne,A-,Yes,12,35,70,2023-12-12
1474b28d65,Chad Beltran,baileyedward@alexander.com,+61 485437415,Adelaide,AB-,Yes,66,32,64,2025-05-04
68761fc38b,Tony Martinez,tjohnson@york.com,+61 441341611,Darwin,AB-,Yes,28,45,45,2022-09-14
a45abc3022,Stephanie Sanchez,smithjulia@yahoo.com,+61 490005151,Sydney,O+,No,84,10,20,2024-12-29
865315c800,Amanda Mcclure,anthony47@baker-rush.com,+61 453050188,Perth,B+,Yes,80,5,10,2021-11-01
dc4a30a2d8,Danielle Gordon,garzascott@gmail.com,+61 454738247,Canberra,O+,Yes,95,15,30,2020-10-23
1b83af1eec,Shawn Morales,james87@ochoa.com,+61 468551985,Sydney,O+,Yes,78,5,5,2024-10-26
bd024eaf78,Eric Harris,rgamble@hotmail.com,+61 464975946,Hobart,B+,No,27,10,10,2024-08-20
586635933c,Alan Larson,natalieguerra@wright.com,+61 430574744,Hobart,AB+,Yes,13,41,82,2018-12-03
26f903fbc1,John Johnston,foleyjennifer@hotmail.com,+61 474347155,Melbourne,A+,No,19,11,11,2025-06-06
9cb6728040,Cheryl Kelley,samanthachambers@yahoo.com,+61 462579929,Darwin,B-,Yes,76,37,74,2019-09-11
cd8f377300,Dorothy Ramos,atkinssara@day.com,+61 449092898,Canberra,B+,No,78,15,15,2016-02-25
ad68b125e8,Andrea Cruz,osbornealice@torres-king.com,+61 484982987,Perth,A-,Yes,6,24,48,2016-04-19
58961ddfdf,Jason Ferguson,taylorthompson@gmail.com,+61 450895948,Perth,B+,No,51,5,10,2020-07-28
73c58faaa3,Max Weber,tsmith@yahoo.com,+61 460424705,Darwin,A-,Yes,105,1,1,2017-01-05
0437eef3c1,Michael Baker DDS,matthewbenitez@esparza.com,+61 485726751,Canberra,AB-,Yes,55,42,42,2020-07-24
c1d5a9d726,Robert Frederick,traci18@wallace.net,+61 478165980,Perth,A+,Yes,89,39,39,2017-06-20
31104ce522,Sharon Parker,alanhoffman@griffin-norton.net,+61 416358962,Hobart,O+,Yes,25,1,1,2022-10-05
8afae240db,Alyssa Andrews,kyle53@gmail.com,+61 426033483,Canberra,B-,No,111,18,18,2016-06-06
3fb8b121a6,Michael Sheppard,zwilliamson@gmail.com,+61 413058732,Sydney,A-,Yes,51,34,34,2024-08-08
9656066fa8,Eric Anderson,wknight@gmail.com,+61 489665300,Adelaide,AB+,Yes,18,33,66,2022-08-07
fc6e125049,Seth Marquez,irangel@cook-hill.com,+61 437998545,Sydney,B+,Yes,28,21,42,2018-04-15
93e748e39b,Adam Martin,fwalsh@pacheco-reed.org,+61 449457618,Melbourne,O+,Yes,82,40,40,2018-08-15
6f7ebe9311,Craig Doyle,mclark@gmail.com,+61 456636785,Perth,O+,Yes,24,17,34,2016-01-14
a2411c8c8e,Jason Boyd,david94@davies.com,+61 432432745,Adelaide,AB+,Yes,115,21,42,2017-05-31
3bf6478718,Kelly Green,markryan@rodriguez.com,+61 489063376,Melbourne,O-,Yes,28,44,88,2017-12-16
3b83877586,Justin Sims,michael98@wilson.biz,+61 430908506,Brisbane,AB-,No,23,2,4,2022-01-18
322841d534,Candice Todd,boydjason@yahoo.com,+61 475754144,Adelaide,B+,No,23,20,40,2025-02-22
ceb3150409,Brandon Barrera,nolandaniel@garcia.biz,+61 476246666,Melbourne,B-,No,79,19,19,2023-04-29
9e9f9841ff,Christopher Reid,tperez@murphy.com,+61 470204472,Sydney,A+,No,116,17,34,2015-09-04
529c21cef0,Mary Warren,savannahmaldonado@reynolds-jones.com,+61 464457648,Perth,A-,Yes,94,38,38,2022-04-22
abf6503d6f,Jennifer Hayes,hlewis@yahoo.com,+61 423586730,Melbourne,O-,No,11,46,46,2021-08-24
09dc3b9749,Valerie Flores,brownlaura@gmail.com,+61 447224404,Brisbane,AB+,Yes,7,17,17,2016-09-30
092a3d9076,Julie Gross,linda74@gmail.com,+61 431215172,Perth,O-,Yes,100,8,16,2021-04-06
07cddf7662,Alicia Holmes,colin99@gmail.com,+61 414100667,Canberra,O-,Yes,62,50,50,2019-03-17
20e3be4478,Jennifer Hoffman,johncollins@gmail.com,+61 497686802,Darwin,B+,Yes,1,0,0,2020-03-28
f2c3e2baa1,Jesse Munoz,danielle84@casey.org,+61 499644977,Perth,A+,Yes,113,29,58,2022-11-09
1a3c11a76f,Martha Johnson,kathleengilbert@booth.com,+61 471076947,Perth,B-,No,39,24,48,2019-12-29
5d8d34d59e,Larry Hunt,novakmichael@campbell.com,+61 411665472,Sydney,B-,No,108,50,50,2019-08-10
73b0bb9b08,Michael Bean,pereznicole@juarez-atkinson.net,+61 487970540,Brisbane,A+,Yes,39,8,8,2021-10-05
48743600ee,Susan Bradley,hermantimothy@bird-bond.com,+61 466206230,Hobart,O+,Yes,9,31,31,2022-03-18
f59915a034,Norman Stephens,nicolemaldonado@potter.com,+61 430587219,Sydney,AB-,No,11,47,94,2019-08-27
41012fae08,Rebecca Jones,kimberlydominguez@gmail.com,+61 417278454,Hobart,A+,No,71,4,8,2021-09-13
8b349aeb5a,Evelyn Brown,jerryfinley@parks-cabrera.com,+61 499377900,Sydney,A+,No,14,24,48,2022-03-16
a2a32f7a1f,Scott Lam,keith31@yahoo.com,+61 462739463,Hobart,A+,Yes,90,42,42,2017-01-16
a23f42bf7a,Amanda Prince,frederick20@zavala.com,+61 468608617,Melbourne,A-,No,110,2,4,2024-10-03
7cabaefff5,Andrew Harris,milestammy@yahoo.com,+61 485774113,Canberra,A+,No,32,12,12,2023-11-23
679273e1b5,Stephen Hardy,scott98@house.com,+61 441251228,Adelaide,A+,Yes,1,3,6,2023-07-25
42bfaf0a2b,Justin Chase,josephcherry@martin-davis.info,+61 413145392,Sydney,O+,No,120,28,56,2018-06-04
e27cea3b7f,Lauren Greene,wpugh@matthews.net,+61 462694561,Canberra,AB+,Yes,37,17,17,2023-06-09
d4f6771d6a,Matthew Taylor,meghan54@payne-santana.com,+61 449522394,Perth,O-,No,14,7,7,2021-12-04
fc33783119,Peter Pratt,harrisbrandon@lawson.com,+61 440044174,Sydney,A-,No,7,25,50,2017-08-12
90233ba1a3,Corey Fox,jenniferbishop@hill-lowe.com,+61 450931568,Darwin,AB+,Yes,3,36,36,2022-03-15
d68b13ca07,Louis Krause,sabrinagreen@murphy.net,+61 432927283,Sydney,O+,Yes,62,33,66,2022-09-02
a7252f715e,Jonathan Newman,abautista@alvarado.com,+61 460925152,Hobart,A+,Yes,35,26,26,2021-07-18
d72617a488,Caleb Riley,gonzalezlawrence@hotmail.com,+61 438690705,Brisbane,A+,No,37,36,72,2020-10-01
dd99ecb764,Tracy Webster,kbrown@bonilla.info,+61 441026269,Perth,B+,No,39,47,94,2019-10-22
6987c5b940,Jenny Martin,watsoncalvin@franco.info,+61 414229301,Brisbane,A+,No,21,8,8,2019-08-12
95fb4513e4,Stephanie Williams,tracyzimmerman@gmail.com,+61 463405531,Hobart,O+,Yes,80,8,16,2015-08-05
f6debd2ae0,Chelsea Rodriguez,lgonzalez@madden.com,+61 466389027,Melbourne,B-,Yes,15,3,3,2024-12-16
229782aeb3,Mark Keller,sophianielsen@hotmail.com,+61 466403206,Hobart,AB-,No,98,31,62,2016-08-03
d44616d393,Stephanie Caldwell,patrickbennett@richards.com,+61 439975946,Melbourne,A+,No,56,10,20,2016-02-07
cedee8f5b1,Mark Tran,egibson@hotmail.com,+61 461689887,Perth,O-,No,48,38,38,2022-10-04
44a60ef8b8,Justin Osborn,jeffrey48@hotmail.com,+61 487325116,Sydney,O+,No,73,27,54,2020-04-18
22cf82e26e,Blake Smith,keith16@gmail.com,+61 483713608,Melbourne,O+,Yes,0,25,25,2016-12-11
47716ae4f0,Angela Fitzpatrick,reynoldsdana@smith.com,+61 422206809,Melbourne,O+,Yes,84,35,35,2019-01-05
2561ae1cde,Whitney Kelly,kellywatkins@yahoo.com,+61 481471671,Brisbane,B-,No,90,29,58,2018-04-30
70668db7f4,Beverly Smith,perrygerald@hotmail.com,+61 462298652,Darwin,AB-,No,79,47,94,2024-10-11
ff2debe7b7,Heather Walter,heather08@hotmail.com,+61 417737152,Perth,A-,Yes,48,24,48,2020-01-27
4d5c741f10,Jeffrey Graham,christophermartin@morris.org,+61 434562590,Sydney,A-,Yes,113,17,34,2024-11-02
e64be66388,Adrienne Carter,nfischer@russell.net,+61 414006455,Brisbane,B-,No,7,16,32,2017-11-17
1d9f71ef2d,Daniel Mayer,richardsonjonathan@hotmail.com,+61 456501441,Adelaide,B+,Yes,57,36,36,2018-04-15
956f0240e7,Barbara Aguilar,angela84@yahoo.com,+61 438835068,Brisbane,AB+,Yes,60,23,46,2020-02-20
4eda168d9e,Kim Smith,deanmiller@macias.net,+61 479276782,Sydney,AB+,Yes,13,43,43,2016-05-29
89798ddecf,Julie Rodgers,robertolsen@dorsey.net,+61 456216285,Adelaide,O-,No,115,16,32,2018-02-17
